date	time	id	media	forwarded	file	title_snippet
2024-06-14	13:14:07	355	photo	no	posts/2024/2024-06-14-355.md	[photo, no caption]
2024-06-14	15:20:00	356	photo	no	posts/2024/2024-06-14-356.md	[Полиция Германии советует](https://www.dailymail.co.uk/sport/football
2024-06-15	10:01:33	358	photo	no	posts/2024/2024-06-15-358.md	🌿 Психоделическая терапия при лечении зависимости: [Часть 1](https://o
2024-06-15	18:02:20	359	photo	no	posts/2024/2024-06-15-359.md	Рад представить вам новый выпуск моего подкаста, посвященный важной и
2024-06-16	10:01:26	361	photo	no	posts/2024/2024-06-16-361.md	🌿 Психоделическая терапия при лечении зависимости: [Часть 2](https://o
2024-06-17	10:01:50	362	photo	no	posts/2024/2024-06-17-362.md	🌿 Сальвинорин А и другие соединения κ-опиоидных рецепторов как [лечени
2024-06-18	10:01:14	363	photo	no	posts/2024/2024-06-18-363.md	🌿 Церемониальное использование аяуаски Шипибо для улучшения благополуч
2024-06-18	15:20:21	364	photo	no	posts/2024/2024-06-18-364.md	Псилобицин для лечения кластерных головных болей: первый случай в Кана
2024-06-19	10:00:50	365	photo	no	posts/2024/2024-06-19-365.md	🌿 Динамическая функциональная гиперсвязь после приема псилоцибина: что
2024-06-19	16:20:39	366	photo	no	posts/2024/2024-06-19-366.md	Голландская комиссия рекомендует использование МДМА для лечения посттр
2024-06-20	10:01:01	367	photo	no	posts/2024/2024-06-20-367.md	🌿 Может ли микродозинг с психоделиками помочь в лечении депрессии?
2024-06-20	18:01:34	368	photo	no	posts/2024/2024-06-20-368.md	[Тут собирают](https://study.quantifiedcitizen.com/pmdd)мнения женщин
2024-06-21	06:55:04	369	none	no	posts/2024/2024-06-21-369.md	Прошла почти неделя скитаний по городам Германии. Посетил их несколько
2024-06-21	10:01:16	370	photo	no	posts/2024/2024-06-21-370.md	🧠 Как справляться с трудностями после психоделического опыта: стратеги
2024-06-21	18:00:00	371	photo	no	posts/2024/2024-06-21-371.md	Как энтеогены меняют наше восприятие: исследование UC Berkeley
2024-06-22	10:01:04	372	photo	no	posts/2024/2024-06-22-372.md	🧠 Опыт заикающихся людей с классическими энтеогенами: предварительное
2024-06-22	20:11:35	373	photo	no	posts/2024/2024-06-22-373.md	[Новый выпуск подкаста](https://youtu.be/zeFd5ehihmg) на YouTube: Тран
2024-06-23	10:00:56	374	photo	no	posts/2024/2024-06-23-374.md	[photo, no caption]
2024-06-23	11:01:54	375	photo	no	posts/2024/2024-06-23-375.md	[photo, no caption]
2024-06-23	18:02:16	376	photo	no	posts/2024/2024-06-23-376.md	Чисто я с тех пор как начал заниматься блоггингом про терапевтический
2024-06-24	10:01:05	377	photo	no	posts/2024/2024-06-24-377.md	🧠 Психоделики помогают полицейским справляться с травмой
2024-06-24	18:00:56	378	photo	no	posts/2024/2024-06-24-378.md	Р[еакция психоделического сообщества](https://www.clinicalleader.com/d
2024-06-25	10:00:51	379	photo	no	posts/2024/2024-06-25-379.md	🧠 Псилобицин и терапия для лечения резистентной биполярной депрессии I
2024-06-25	14:01:38	381	photo	no	posts/2024/2024-06-25-381.md	Энтеогены как лечение долгосрочных симптомов COVID-19
2024-06-26	10:01:18	382	photo	no	posts/2024/2024-06-26-382.md	🧠 Путь к ремиссии от анорексии с помощью МДМА и грибов
2024-06-26	13:01:27	384	photo	no	posts/2024/2024-06-26-384.md	Энтеогены и улучшение психического здоровья
2024-06-27	09:00:47	385	none	no	posts/2024/2024-06-27-385.md	Стоит отметить, что правильно организованный психоделический ретрит об
2024-06-27	10:01:00	386	photo	no	posts/2024/2024-06-27-386.md	🌿 Энтеогены без психотерапии: [какие риски](https://www.salon.com/2024
2024-06-27	15:30:30	387	photo	no	posts/2024/2024-06-27-387.md	Что такое хайкродозинг?
2024-06-27	16:01:53	388	photo	no	posts/2024/2024-06-27-388.md	А вот здесь завтра состоится церемония с псилоцибином. Надо отдать дол
2024-06-27	18:02:43	389	photo	no	posts/2024/2024-06-27-389.md	📝 Психоделики и критические периоды социального обучения
2024-06-28	10:01:58	390	photo	no	posts/2024/2024-06-28-390.md	🌿 "Энтеогенный ренессанс" как продукт позднего капитализма
2024-06-28	14:02:27	391	photo	no	posts/2024/2024-06-28-391.md	Американская медицинская ассоциация (AMA) [официально поддержала декри
2024-06-28	16:40:20	392	photo	no	posts/2024/2024-06-28-392.md	Подход к формированию намерения может варьироваться очень сильно в зав
2024-06-28	18:05:28	393	photo	no	posts/2024/2024-06-28-393.md	Музыка в психоделическом путешествии: Больше чем саундтрек
2024-06-29	10:00:50	394	photo	no	posts/2024/2024-06-29-394.md	🧠 Готова ли психиатрия к энтеогенному будущему?
2024-06-29	18:01:23	395	photo	no	posts/2024/2024-06-29-395.md	🎙 Новый выпуск подкаста уже в эфире! 🎙
2024-06-30	10:00:57	396	photo	no	posts/2024/2024-06-30-396.md	📈 Опыт первых пользователей ЛСД: результаты глобального опроса
2024-06-30	18:01:21	397	photo	no	posts/2024/2024-06-30-397.md	Воздействие человеческих лекарств на дикую природу: неожиданные послед
2024-07-01	10:02:08	398	photo	no	posts/2024/2024-07-01-398.md	🌿 Древнегреческие философы и энтеогенное пиво: ключ к поиску Бога?
2024-07-01	18:01:54	399	photo	no	posts/2024/2024-07-01-399.md	Психоделические отпуска: новый тренд в путешествиях
2024-07-02	10:00:39	400	photo	no	posts/2024/2024-07-02-400.md	🌿 Американцы демонизировали наркотики десятилетиями, а теперь употребл
2024-07-02	18:00:26	401	photo	no	posts/2024/2024-07-02-401.md	Энтеогены и их эффективность: что нового?
2024-07-03	10:02:00	402	photo	no	posts/2024/2024-07-03-402.md	Микродозинг: новый подход к лечению психических расстройств
2024-07-03	18:02:47	403	photo	no	posts/2024/2024-07-03-403.md	Мексика может легализовать волшебные грибы: Потеряет ли эта традиционн
2024-07-04	10:01:55	404	photo	no	posts/2024/2024-07-04-404.md	🌿 Как выбрать идеальный энтеогенный ретрит: [полный гид](https://www.b
2024-07-04	18:02:13	405	photo	no	posts/2024/2024-07-04-405.md	Необходимость профессиональных рекомендаций для формирования этики исп
2024-07-05	11:01:10	406	photo	no	posts/2024/2024-07-05-406.md	Аллегория рейва: роль музыки в будущем энтеогенной терапии
2024-07-05	18:01:21	407	photo	no	posts/2024/2024-07-05-407.md	Орегон [стремится снизить стоимость псилоцибинового лечения](https://w
2024-07-06	11:00:48	408	photo	no	posts/2024/2024-07-06-408.md	Психологические эффекты энтеогенов на подростков
2024-07-06	18:01:36	409	photo	no	posts/2024/2024-07-06-409.md	🌿✨ [Новый эпизод подкаста](https://youtu.be/0bY-sU4iUls): ICPR Конфере
2024-07-07	11:01:22	412	photo	no	posts/2024/2024-07-07-412.md	Внутри мегацеркви, где грибы и трава являются религией
2024-07-07	12:23:06	413	photo	no	posts/2024/2024-07-07-413.md	Как я стал инвестором в конопляный бизнес в Индии?
2024-07-07	18:02:01	414	photo	no	posts/2024/2024-07-07-414.md	Президент Колумбии [признался в употреблении аяуаски](https://doublebl
2024-07-08	10:00:00	415	photo	no	posts/2024/2024-07-08-415.md	Обзор статьи: "Как энтеогены могут помочь при хронической боли"
2024-07-09	11:01:44	416	photo	no	posts/2024/2024-07-09-416.md	Психоделики в психиатрии: Последние данные из Всемирного [доклада ООН]
2024-07-09	13:53:25	417	photo	no	posts/2024/2024-07-09-417.md	Не могу не поделиться с вами целебными плейлистами.
2024-07-10	10:00:00	418	photo	no	posts/2024/2024-07-10-418.md	🧠 Этика и политика в применении энтеогенов в клинической практике
2024-07-10	14:06:51	419	photo	no	posts/2024/2024-07-10-419.md	Ох уж этот загнивающий Запад.
2024-07-11	10:00:00	420	photo	no	posts/2024/2024-07-11-420.md	Отношение пользователей энтеогенов к стоимости лечения и негаллюциноге
2024-07-11	11:12:32	421	photo	no	posts/2024/2024-07-11-421.md	[photo, no caption]
2024-07-12	10:00:00	422	photo	no	posts/2024/2024-07-12-422.md	Религия и энтеогены ослабляют связь между рискованным поведением и нас
2024-07-13	11:01:22	423	photo	no	posts/2024/2024-07-13-423.md	LSD как новое лечение ПМС и ПМДД
2024-07-13	13:00:40	424	photo	no	posts/2024/2024-07-13-424.md	Обещания 5-MeO-DMT: [От токсина жабы к лекарству](https://undark.org/2
2024-07-13	15:01:41	425	photo	no	posts/2024/2024-07-13-425.md	А что там за океаном у русскоговорящих коллег?
2024-07-14	11:00:51	427	photo	no	posts/2024/2024-07-14-427.md	💡 Что такое "Героическая доза" грибов?💡
2024-07-15	11:02:09	428	photo	no	posts/2024/2024-07-15-428.md	Подготовка к энтеогенному опыту в повседневной жизни
2024-07-15	15:20:23	429	photo	no	posts/2024/2024-07-15-429.md	Там немецкая клиника Charite проводит исследование.
2024-07-15	18:01:50	430	photo	no	posts/2024/2024-07-15-430.md	📢 51% потребителей в Германии планируют выращивать каннабис дома
2024-07-16	11:01:43	431	photo	no	posts/2024/2024-07-16-431.md	[Факты и статистика](https://www.psychedelicpassage.com/50-surprising-
2024-07-16	18:01:27	432	photo	no	posts/2024/2024-07-16-432.md	Психоделики и психические симптомы у подростков: Генетическая предрасп
2024-07-17	11:02:32	433	photo	no	posts/2024/2024-07-17-433.md	Основные ошибки при интеграции психоделического опыта
2024-07-17	15:20:25	434	none	no	posts/2024/2024-07-17-434.md	Марокканцы [решили](https://apanews.net/morocco-plots-european-market-
2024-07-17	18:00:54	435	photo	no	posts/2024/2024-07-17-435.md	📢 Первичные результаты швейцарского пилотного проекта по каннабису: пе
2024-07-18	11:02:15	436	photo	no	posts/2024/2024-07-18-436.md	Эффективность и безопасность терапии кетамином на дому: [результаты кр
2024-07-18	18:02:21	437	photo	no	posts/2024/2024-07-18-437.md	Описание двух новых видов Psilocybe из Южной Африки и традиционное исп
2024-07-19	11:02:11	438	photo	no	posts/2024/2024-07-19-438.md	Почему некоторые родители выбирают энтеогены вместо СИОЗС для подростк
2024-07-19	13:57:41	439	photo	no	posts/2024/2024-07-19-439.md	Количество минут физических упражнений в неделю, которое [положительно
2024-07-19	15:20:37	440	photo	no	posts/2024/2024-07-19-440.md	Точка 0 - момент фактической легализации марихуаны. Далее по шкале мес
2024-07-20	15:00:31	441	photo	no	posts/2024/2024-07-20-441.md	🌟 Новый эпизод подкаста: Погружение в мир ДМТ 🌟
2024-07-20	18:01:50	443	photo	no	posts/2024/2024-07-20-443.md	Психоделический опыт: всегда ли нужно вещество?
2024-07-21	11:01:49	445	photo	no	posts/2024/2024-07-21-445.md	Слова участников PsyPAN: личный опыт и трансформации
2024-07-21	18:01:55	446	photo	no	posts/2024/2024-07-21-446.md	Психоделическая революция: ветераны на передовой исцеления
2024-07-22	11:02:18	447	photo	no	posts/2024/2024-07-22-447.md	[Недавнее исследование](https://www.psypost.org/older-adults-who-have-
2024-07-22	12:29:44	448	photo	no	posts/2024/2024-07-22-448.md	Интересно перегонит ли 2024й предыдущие годы по количеству зарегистрир
2024-07-22	13:34:28	449	photo	no	posts/2024/2024-07-22-449.md	📌 Психоделики и христианство: неожиданный альянс
2024-07-22	17:01:05	450	photo	no	posts/2024/2024-07-22-450.md	Обвинения против MAPS и терапия с использованием MDMA: анализ критики
2024-07-23	07:50:11	451	photo	no	posts/2024/2024-07-23-451.md	🏥 Что произошло с первой клиникой кетаминовой терапии в Великобритании
2024-07-23	09:20:16	452	photo	no	posts/2024/2024-07-23-452.md	🧠 Нейропептиды, а не нейромедиаторы, управляют реакцией страха в мозге
2024-07-23	09:48:30	453	none	no	posts/2024/2024-07-23-453.md	[none, no caption]
2024-07-23	15:20:24	454	photo	no	posts/2024/2024-07-23-454.md	Внутри одной из крупнейших ферм по выращиванию магических грибов в мир
2024-07-23	18:01:23	455	photo	no	posts/2024/2024-07-23-455.md	Псилобицин усиливает исследовательское поведение, не ухудшая обучение
2024-07-24	07:50:14	456	photo	no	posts/2024/2024-07-24-456.md	💡 Сооснователь Google инвестирует в исследования психоделического раст
2024-07-24	11:01:14	457	photo	no	posts/2024/2024-07-24-457.md	Сила капитуляции: подготовка к поддерживаемому психоделическому опыту
2024-07-24	15:20:20	458	photo	no	posts/2024/2024-07-24-458.md	Наука о магических грибах: Удивительные открытия из [7 новых исследова
2024-07-25	11:01:41	459	photo	no	posts/2024/2024-07-25-459.md	Может ли ЛСД обеспечить долгосрочную психологическую устойчивость?
2024-07-25	12:00:47	460	photo	no	posts/2024/2024-07-25-460.md	[Тут пишут](https://www.tandfonline.com/doi/abs/10.1080/02791072.2024.
2024-07-25	13:02:22	461	photo	no	posts/2024/2024-07-25-461.md	А с другой стороны [пишут](https://www.phoenixnewtimes.com/marijuana/a
2024-07-25	15:02:00	462	photo	no	posts/2024/2024-07-25-462.md	Депрессия: новые горизонты лечения с помощью психоделиков
2024-07-26	08:57:44	463	none	no	posts/2024/2024-07-26-463.md	Одна из причин для запуска этого канала для меня была в том, чтобы дел
2024-07-26	09:22:19	466	photo	yes	posts/2024/2024-07-26-466.md	Отчитываюсь:
2024-07-26	11:00:22	470	photo	no	posts/2024/2024-07-26-470.md	Психотерапия с использованием психоделиков: [систематический обзор](ht
2024-07-26	11:55:21	472	photo	no	posts/2024/2024-07-26-472.md	Когда Снуп Дога попросили разжечь олимпийский огонь
2024-07-26	15:20:34	473	photo	no	posts/2024/2024-07-26-473.md	Будущее психоделической медицины в Европе: Интервью с Norrsken Mind
2024-07-26	17:38:01	474	photo	no	posts/2024/2024-07-26-474.md	Люди, которые один раз потребляют психоделик, а потом выстраивают всю
2024-07-27	11:00:42	475	photo	no	posts/2024/2024-07-27-475.md	🌟 Этика в психоделической медицине: что нужно знать? 🌟
2024-07-27	18:49:01	476	photo	no	posts/2024/2024-07-27-476.md	[photo, no caption]
2024-07-28	09:30:54	477	photo	no	posts/2024/2024-07-28-477.md	[photo, no caption]
2024-07-28	10:00:42	478	photo	no	posts/2024/2024-07-28-478.md	Решил выложить [мануал MAPS](https://maps.org/wp-content/uploads/2022/
2024-07-28	14:03:28	479	none	no	posts/2024/2024-07-28-479.md	Психонавты и интересующиеся, мне нужна ваша помощь. Я в тик-токе ([ссы
2024-07-28	14:30:34	480	photo	no	posts/2024/2024-07-28-480.md	🌟 Новый эпизод подкаста: Погружение в мир Ибогаина 🌟
2024-07-28	15:20:21	481	photo	no	posts/2024/2024-07-28-481.md	Долгое и странное путешествие кетамина: от чудо-лекарства до предмета
2024-07-28	18:01:42	483	photo	no	posts/2024/2024-07-28-483.md	🌿 MDMA: от экстази до терапевтического средства
2024-07-29	10:01:01	484	photo	no	posts/2024/2024-07-29-484.md	Отношение к психоделикам и психоделической терапии в Австралии: Резуль
2024-07-29	15:00:25	485	photo	no	posts/2024/2024-07-29-485.md	Как лопнул пузырь велнеса с кетамином: от чудо-лекарства до сомнений
2024-07-29	17:26:57	486	none	no	posts/2024/2024-07-29-486.md	[none, no caption]
2024-07-29	17:26:58	487	none	yes	posts/2024/2024-07-29-487.md	**New York Girl & Психоделический Ренессанс series. Ep.1. Встреча с бо
2024-07-30	07:13:43	488	none	no	posts/2024/2024-07-30-488.md	Читаю сейчас книгу Марка Айшалы про интеграцию психоделического опыта.
2024-07-30	10:01:38	489	photo	no	posts/2024/2024-07-30-489.md	[photo, no caption]
2024-07-30	15:20:35	490	none	no	posts/2024/2024-07-30-490.md	🌿 Японский рынок каннабиса вырос в шесть раз между 2019 и 2023 годами
2024-07-30	18:00:31	491	photo	no	posts/2024/2024-07-30-491.md	Новые горизонты психоделической терапии: Исследования из Университета
2024-07-31	07:37:56	492	none	no	posts/2024/2024-07-31-492.md	В продолжение упомянутой интеграции. Одна из проблем с получением помо
2024-07-31	11:02:20	493	photo	no	posts/2024/2024-07-31-493.md	DMT, музыка и [исследование психоделиков](https://maps.org/news/bullet
2024-07-31	15:20:23	494	photo	no	posts/2024/2024-07-31-494.md	💑 Психоделическая парная терапия: трансформация отношений
2024-07-31	17:02:07	495	photo	no	posts/2024/2024-07-31-495.md	💡 Часто задаваемые вопросы: терапевтическое использование психоделиков
2024-07-31	18:45:01	496	none	no	posts/2024/2024-07-31-496.md	[New York Girl](https://t.me/agirlinnewyork)& [Психоделический Ренесса
2024-08-01	07:09:34	497	photo	no	posts/2024/2024-08-01-497.md	Начал читать эту книгу накануне. Долго она лежала на полке и наконец н
2024-08-01	11:01:53	498	photo	no	posts/2024/2024-08-01-498.md	📢 Исследование интереса к микродозингу психоделиков в США
2024-08-01	15:20:36	499	photo	no	posts/2024/2024-08-01-499.md	Кетаминовая терапия: новый подход к лечению ПТСР у украинских ветерано
2024-08-02	06:56:56	500	poll	no	posts/2024/2024-08-02-500.md	[poll, no caption]
2024-08-02	11:01:25	501	photo	no	posts/2024/2024-08-02-501.md	[Психоделики и нейропластичность](https://www.ncbi.nlm.nih.gov/pmc/art
2024-08-02	12:48:40	502	photo	no	posts/2024/2024-08-02-502.md	Данные из штатов по потреблению психоделиков
2024-08-02	15:20:21	503	photo	no	posts/2024/2024-08-02-503.md	Психоделики: терапевтическая польза и важность правильного подхода
2024-08-03	11:01:46	504	photo	no	posts/2024/2024-08-03-504.md	Туризм для духовного просветления с использованием аяуаски: Культурная
2024-08-03	15:15:21	505	photo	no	posts/2024/2024-08-03-505.md	🌟 Новый выпуск подкаста! 🌟
2024-08-04	11:01:56	507	photo	no	posts/2024/2024-08-04-507.md	Повышают ли классические психоделики риск судорог? Обзор исследований
2024-08-04	15:20:19	508	photo	no	posts/2024/2024-08-04-508.md	🌿 Нидерланды начинают легальные продажи выращенной конопли: первые мес
2024-08-05	11:00:42	509	photo	no	posts/2024/2024-08-05-509.md	🌟 Псилоцин и Нейропластичность: Новые Горизонты в Лечении Психиатричес
2024-08-05	15:30:26	510	photo	no	posts/2024/2024-08-05-510.md	🌟 MDMA: новый взгляд на "соединяющие" свойства
2024-08-06	07:50:13	511	photo	no	posts/2024/2024-08-06-511.md	[photo, no caption]
2024-08-06	08:56:04	512	photo	no	posts/2024/2024-08-06-512.md	Теперь когда люди будут спорить со мной на тему психоделиков буду им г
2024-08-06	12:57:55	513	photo	no	posts/2024/2024-08-06-513.md	Пока в одной части света "наркологи" приравнивают психоделики к наркот
2024-08-06	15:20:00	514	photo	no	posts/2024/2024-08-06-514.md	"Шаман" Роджер "Мукранранко" Бардалес: Вопреки ожиданиям
2024-08-06	17:01:51	515	photo	no	posts/2024/2024-08-06-515.md	ощущения во время действия айяваски
2024-08-07	06:56:58	516	none	yes	posts/2024/2024-08-07-516.md	**New York Girl & Психоделический Ренессанс series. Ep.3. Страх потери
2024-08-07	08:01:02	517	none	no	posts/2024/2024-08-07-517.md	Как хорошо, что мы живем в век ИИ, и он пока еще не восстал и не уничт
2024-08-07	12:02:52	518	photo	no	posts/2024/2024-08-07-518.md	[photo, no caption]
2024-08-07	15:20:34	519	photo	no	posts/2024/2024-08-07-519.md	🌿 Вызовы выздоровления: Как айяуаска приводит к отчуждению в Анонимных
2024-08-07	17:00:33	520	photo	no	posts/2024/2024-08-07-520.md	🌍 Будущее терапии с использованием MDMA: FDA примет важное решение
2024-08-08	07:50:16	521	none	no	posts/2024/2024-08-08-521.md	Продолжаем интеграцию 😁
2024-08-08	11:21:43	522	none	no	posts/2024/2024-08-08-522.md	Пока писал текст для еженедельной рассылки в OPEN Foundation на тему р
2024-08-08	11:46:09	523	none	no	posts/2024/2024-08-08-523.md	Друзья, есть вопрос: пользуетесь ли вы нынче VPN для просмотра Youtube
2024-08-08	15:20:41	524	photo	no	posts/2024/2024-08-08-524.md	🌲 Безопасный кемпинг с психоделиками: что нужно знать
2024-08-08	17:58:52	525	poll	no	posts/2024/2024-08-08-525.md	[poll, no caption]
2024-08-09	07:50:14	526	none	no	posts/2024/2024-08-09-526.md	Если не поработать над интеграцией, то энтеогены заберут у вас все, чт
2024-08-09	08:20:14	527	photo	no	posts/2024/2024-08-09-527.md	Youtube: блокируется
2024-08-09	08:43:56	528	none	no	posts/2024/2024-08-09-528.md	Публикую текст, который написал по поводу 11го августа и предстоящего
2024-08-09	10:20:20	530	photo	no	posts/2024/2024-08-09-530.md	Тем временем на Ямайке вы можете легально купить [товары с псилоцибино
2024-08-09	15:20:38	531	photo	no	posts/2024/2024-08-09-531.md	🧠 Исследователи UNM изучают психоделики для лечения депрессии, ПТСР и
2024-08-10	07:50:16	532	photo	no	posts/2024/2024-08-10-532.md	🌱 Законодательство о псилоцибине: Возвращение психоделиков и вызовы, с
2024-08-10	15:09:02	534	photo	no	posts/2024/2024-08-10-534.md	🌟 Новый эпизод подкаста: Метапластичность и её роль в терапии 🌟
2024-08-11	11:01:26	535	photo	no	posts/2024/2024-08-11-535.md	Какой психоделический гриб самый сильный?
2024-08-11	11:36:42	536	none	no	posts/2024/2024-08-11-536.md	Планирую быть [в конце августа](https://www.40jahrenachtschatten.ch/)
2024-08-11	15:20:37	537	photo	no	posts/2024/2024-08-11-537.md	🎖 Как генерал морской пехоты стал сторонником психоделической медицины
2024-08-12	07:50:12	538	photo	no	posts/2024/2024-08-12-538.md	🧠 Псилоцибин и моторные функции: Новое исследование с тройным слепым м
2024-08-12	17:10:36	539	photo	no	posts/2024/2024-08-12-539.md	Почему нейробиологи должны изучать религиозность и духовность
2024-08-13	10:08:28	540	none	no	posts/2024/2024-08-13-540.md	[none, no caption]
2024-08-13	12:02:24	542	none	no	posts/2024/2024-08-13-542.md	На прошлой неделе случилось историческое событие!
2024-08-13	15:00:48	543	photo	no	posts/2024/2024-08-13-543.md	🌿 Эволюция клинического применения психоделиков 🌿
2024-08-13	17:01:49	544	photo	no	posts/2024/2024-08-13-544.md	🎭 Джек Блэк о психоделиках и поиске себя в подростковом возрасте
2024-08-14	07:50:15	545	photo	no	posts/2024/2024-08-14-545.md	Когнитивные функции при приеме классических психоделиков и MDMA: систе
2024-08-14	09:17:32	546	photo	yes	posts/2024/2024-08-14-546.md	**Аяхуаска и наркотики. Что говорят ученые?**
2024-08-14	15:20:22	547	photo	no	posts/2024/2024-08-14-547.md	🌿 Псилоцибин для пациентов на пороге смерти: облегчение через мистичес
2024-08-15	07:31:07	548	photo	no	posts/2024/2024-08-15-548.md	Уроки из Орегона: Психоделическая терапия и меры на голосовании
2024-08-15	09:03:23	549	none	no	posts/2024/2024-08-15-549.md	Сегодня дочитал эту книгу. Без преувеличения "must read" для всех, кто
2024-08-15	13:09:54	550	photo	no	posts/2024/2024-08-15-550.md	Эволюция кетамина в процессе переизобрения себя
2024-08-15	15:20:53	551	photo	no	posts/2024/2024-08-15-551.md	🧠 Терапевтическое прикосновение в психоделической терапии: Этические а
2024-08-15	16:55:01	552	none	no	posts/2024/2024-08-15-552.md	Друзья, нужна ваша помощь с прокачкой канала. Требуются ваши клики 🙏😁
2024-08-16	07:50:16	554	photo	no	posts/2024/2024-08-16-554.md	Одновременное употребление каннабиса и психоделиков среди посетителей
2024-08-16	12:01:43	555	photo	no	posts/2024/2024-08-16-555.md	Делюсь с вами тем, что снесёт голову. И это, естественно, не какие-то
2024-08-16	15:20:40	556	photo	no	posts/2024/2024-08-16-556.md	🌿 Ибогаин: Риски и преимущества в борьбе с зависимостью
2024-08-16	16:30:48	557	photo	no	posts/2024/2024-08-16-557.md	Может ли псилоцибин стать ключом к лечению воспалительных заболеваний?
2024-08-16	17:01:34	558	none	no	posts/2024/2024-08-16-558.md	Сказ о том, как я лечил своё хроническое заболевание энтеогенами
2024-08-17	07:50:18	559	photo	no	posts/2024/2024-08-17-559.md	Психоделическая терапия: Шаг к массовому признанию?
2024-08-17	08:13:25	560	photo	no	posts/2024/2024-08-17-560.md	Потребители психоделиков ведут более здоровый образ жизни 🤯
2024-08-17	12:46:15	561	none	no	posts/2024/2024-08-17-561.md	Знакомство с энтеогенами началось у меня примерно 22 года назад. В то
2024-08-17	15:20:55	562	photo	no	posts/2024/2024-08-17-562.md	В [новом выпуске подкаста](https://youtu.be/73Z9xbg2zok) “Психоделичес
2024-08-18	07:50:13	563	photo	no	posts/2024/2024-08-18-563.md	Психоделики как инструмент трансформации личности
2024-08-18	12:45:43	564	photo	no	posts/2024/2024-08-18-564.md	Википедия, ты сломалась...
2024-08-18	13:05:40	566	poll	no	posts/2024/2024-08-18-566.md	[poll, no caption]
2024-08-18	14:59:20	567	none	no	posts/2024/2024-08-18-567.md	Когда ты в эхо камере, то может показаться, что знания очевидны всем и
2024-08-18	16:01:52	568	photo	no	posts/2024/2024-08-18-568.md	🌍 Первый в Канаде центр исследований психоделиков открылся в Кингстоне
2024-08-19	07:50:10	569	photo	no	posts/2024/2024-08-19-569.md	Должны ли мы продавать волшебные грибы так же, как продаём марихуану?
2024-08-19	09:03:24	571	poll	no	posts/2024/2024-08-19-571.md	[poll, no caption]
2024-08-19	17:02:48	572	photo	no	posts/2024/2024-08-19-572.md	🎶 Восхождение контркультуры 1960-х и остановка исследований психоделик
2024-08-19	19:19:29	573	none	no	posts/2024/2024-08-19-573.md	[New York Girl](https://t.me/agirlinnewyork)& [Психоделический Ренесса
2024-08-20	07:50:13	574	photo	no	posts/2024/2024-08-20-574.md	[photo, no caption]
2024-08-20	15:20:52	575	photo	no	posts/2024/2024-08-20-575.md	🎨 Как создать психоделическое искусство: Советы и вдохновение
2024-08-21	07:50:17	576	photo	no	posts/2024/2024-08-21-576.md	🧠 Псилоцибин десинхронизирует мозг: новое исследование
2024-08-21	15:20:26	577	photo	no	posts/2024/2024-08-21-577.md	🛒 Будущее психоделического андерграунда: от подземных рынков к потреби
2024-08-22	07:50:13	578	photo	no	posts/2024/2024-08-22-578.md	🍄 Роль галлюциногенных грибов в эволюции сознания человека
2024-08-22	15:20:42	579	photo	no	posts/2024/2024-08-22-579.md	[photo, no caption]
2024-08-23	08:00:44	580	photo	no	posts/2024/2024-08-23-580.md	🌿 Психоделики и духовный рост: как грибы помогают находить Бога
2024-08-23	15:20:42	581	photo	no	posts/2024/2024-08-23-581.md	🌈 ЛСД и рождение психоделического искусства 🎨
2024-08-24	07:50:09	582	photo	no	posts/2024/2024-08-24-582.md	👴 Психоделики и пожилые люди: новое исследование
2024-08-24	11:01:47	583	photo	no	posts/2024/2024-08-24-583.md	🧬 Межпоколенческая передача ПТСР: Роль генов и воспитания
2024-08-24	15:15:37	584	photo	no	posts/2024/2024-08-24-584.md	В новом эпизоде моего подкаста мы погружаемся в сложную тему многопоко
2024-08-24	16:42:26	585	none	no	posts/2024/2024-08-24-585.md	[none, no caption]
2024-08-25	07:50:10	586	photo	no	posts/2024/2024-08-25-586.md	🧠 Психоделики и "внутренний целитель": миф или реальный механизм?
2024-08-25	15:20:19	588	photo	no	posts/2024/2024-08-25-588.md	🌿 Куда отправиться на ретрит с волшебными грибами?
2024-08-25	16:50:58	589	photo	no	posts/2024/2024-08-25-589.md	[photo, no caption]
2024-08-26	07:50:11	590	photo	no	posts/2024/2024-08-26-590.md	🧠 Индивидуальные различия в нейронной реакции на низкие дозы ЛСД
2024-08-26	15:20:38	591	photo	no	posts/2024/2024-08-26-591.md	🧠 Где обитает наше сознание? Исследования показывают новые перспективы
2024-08-26	17:01:01	592	photo	no	posts/2024/2024-08-26-592.md	🌿 Украина легализовала медицинский каннабис, но ПТСР пока не в списке
2024-08-27	07:50:14	593	photo	no	posts/2024/2024-08-27-593.md	🌿 Псилобицин и его влияние на психическое здоровье: результаты долгоср
2024-08-27	13:11:49	594	photo	no	posts/2024/2024-08-27-594.md	В век ИИ грех не пользоваться возможностями для поиска ответов на серь
2024-08-27	15:20:43	595	photo	no	posts/2024/2024-08-27-595.md	🌿 Как создать свою персонализированную команду психоделической поддерж
2024-08-28	11:30:37	597	photo	no	posts/2024/2024-08-28-597.md	💊 Отказ FDA от одобрения терапии Лайкоса задерживает, но не останавлив
2024-08-28	18:04:27	598	photo	no	posts/2024/2024-08-28-598.md	Интересная [статья](https://holod.media/2024/08/28/v-rossii-sostoyalsy
