sha256	title_inferred	language_provisional	edition_hint	year_hint	authority_provisional	bibliographic_review	completeness_provisional	extraction_status
2e23f726df77524cdcad873149423d63867a24e78d13773d361f4d233eaba4f8	Mindset: The New Psychology of Success	en	Updated US edition	2016	research-informed scholar-authored popular-psychology synthesis; regional duplicate mapped to shared note	confirmed	complete	complete
57269fbf8dfc706b8449a9971a24ee08d79152e2d418304b4debe3cc309ec763	Decisive: How to Make Better Choices in Life and Work	en	First edition	2013	research-informed practitioner popular decision-process synthesis	confirmed	complete	complete
a4ed643a0fa0181d0c4334cce060ac02ae28bfec625280a2ae7a8af3a619ca94	Hooked: How to Build Habit-Forming Products	en	First edition	2014	commercial-practitioner behavior-design product-growth framework	confirmed	complete	complete
34687b8e17301667a4e7ef131d666a4894f86b8b318661c7493215082dd008ca	Mindless Eating: Why We Eat More Than We Think	en	First edition	2006	popular food-behavior practitioner synthesis; unusually high research-integrity verification requirement	confirmed	full-length-provisional	skipped-by-user
41e590d1e9a80efa14a9f8874bce7c55642e41603eba04724df97e8dc2407add	Misbehaving: The Making of Behavioral Economics	en	First edition	2015	scholar-authored historical and practitioner synthesis of behavioral economics	confirmed	full-length-provisional	skipped-by-user
d1201f1f6fb96f0ff566929a691ce22c5ef8c895c10db024b34e71b0ed4e3884	Nudge: The Final Edition	en	Final edition	2021	updated scholar-authored behavioral-economics and policy synthesis; delta-mapped against completed 2008 edition	confirmed	complete	complete
8095d99adb20741bf9816d3779932939bdb9c6c42316c8eef5b625aa0cc5642f	Scarcity: Why Having Too Little Means So Much	en	First edition	2013	scholar-authored research-informed behavioral-economics and cognitive-psychology synthesis	confirmed	complete	complete
419500591f7076f9801e40ddf7901921fc7b5135f5250baa23322b0ea5d00848	Stumbling on Happiness	en	First edition	2006	scholar-authored popular cognitive-psychology and affective-forecasting synthesis	confirmed	full-length-provisional	skipped-by-user
a0439136f33db5c746f1b404c4eda7e87c33e4ce467a1705aa594457bd54ab14	Switch: How to Change Things When Change Is Hard	en	First edition	2010	research-informed practitioner popular change framework	confirmed	complete	complete
5f39d3fbb3add71c404fed7a5d154c4ba69916e2c4c3eaa3f7f88dce2311a8b5	The Tipping Point: How Little Things Can Make a Big Difference	en	First ebook edition	2002	influential journalistic popular social-diffusion synthesis	confirmed	complete	complete
cd584b1b92024c2b65162037f3d008866b3dd5685b036cc0110d0770e1d9e14f	The Power of Habit	en	First British edition	2012	influential journalistic research-informed popular habit synthesis	confirmed	complete	complete
73d3b14545293a5e4c29d8b32cb48a3ec1ce049382948984d315f54b9107e751	Tiny Habits: The Small Changes That Change Everything	en	First edition	2020	author-originated practitioner behavior-design framework	confirmed	complete	complete
18059af4b8adf6515fba25bba68586383dbc44948f0495b54b66b75e4e415748	When: The Scientific Secrets of Perfect Timing	en	First edition	2018	journalistic research-informed popular timing synthesis	confirmed	complete	complete
2e0a3410d650b78df202f7e103acbe8488ed179157098dd597c27c10409e2b8a	Business Model Generation: A Handbook for Visionaries, Game Changers, and Challengers	en	First edition	2010	author-originated practitioner business-model design framework	confirmed	complete	complete
302dca3be3961c9917b98b1287eab9f7a0ad9c2c0cb11425b07aebc5a434cf9c	Traction: A Startup Guide to Getting Customers	en	First hardcover edition	2014	founder-interview-based practitioner growth framework	confirmed	complete	complete
2d3947ee47b206226f158f35692f9f51379984e691f4076aa7b34f4a92f2a208	Subscribed: Why the Subscription Model Will Be Your Company's Future—and What to Do About It	en	First edition	2018	vendor-founder practitioner subscription-economy framework	confirmed	complete	complete
459ce5a788bc4785f4d11af8b27af465a3ccaab9832cf868ac1ec8f0a297c67a	The 7 Habits of Highly Effective People	en	30th anniversary edition	2020	influential commercial practitioner personal-effectiveness framework	confirmed	full-length-provisional	skipped-by-user
72d7d76a39ba6858e69cdb76df1cdf6732b1006ccc86f646c22060a27bd21826	The Membership Economy: Find Your Super Users, Master the Forever Transaction, and Build Recurring Revenue	en	First edition	2015	practitioner membership-business-model framework	confirmed	complete	complete
e14c3305a0a31b20fa9cc6f22b912d4391205f49d9562173dbcae4bbbc6a736b	Building Brand Communities	en	First edition	2020	practitioner brand-community-building framework	confirmed	complete	complete
039ab4679cb4e22e2e8e2a5d9fb404cd8d45e11979847638ff3e59b6007b0b46	Superfans: The Easy Way to Stand Out, Grow Your Tribe, and Build a Successful Business	en	First edition	2019	creator-practitioner audience-relationship playbook	confirmed	complete	complete
12236eee167e52afdfe20d59ca270adb3fbc148b1bfd6b1f54e02352d65065d2	$100M Offers: How to Make Offers So Good People Feel Stupid Saying No	en	First edition	2021	commercial practitioner offer-design playbook	confirmed	complete	complete
31c1177f1a9a94be9f381c574fd700f5259d24a344af8f0461187ca21e196145	One to Many: The Secret to Webinar Success	en	First edition	2018	commercial practitioner webinar-sales playbook	confirmed	complete	complete
07c057e2cac429e51adaba66bd289db87568a852643c3be1c586e930624a214a	Expert Secrets: The Underground Playbook for Converting Your Online Visitors into Lifelong Customers	en	First Hay House edition	2020	commercial practitioner expert-business playbook	confirmed	complete	complete
631f00c88067fdecc7b359ed07343a95848f83663eb07cb73f8924075375da85	Lean Startup: How to Apply the Lean Startup Methodology to Create, Innovate, and Accelerate Successful Businesses	en	No edition stated	2019	low-authority secondary Lean Startup digest	confirmed	complete	complete
7614a0494fe362eebacb96d23bac59551657efb7c519d3bcfd354ba5799df7a1	Building Your Ideal Private Practice: A Guide for Therapists and Other Healing Professionals	en	Second edition	2015	established practitioner private-practice management guide	confirmed	complete	complete
958816ade119081277e97e27a94d663ef7f649b5342e2e4b918cb3b18ebd7c46	The Art of Gathering: How We Meet and Why It Matters	en	First edition	2018	practitioner facilitation and conflict-resolution guide	confirmed	complete	complete
ae79d68e580e053ba2e2bc52afa871637dc01de8b3d5908e4917196d29a87b4e	The Workshop Survival Guide: How to Design and Teach Educational Workshops That Work Every Time	en	No edition stated	2019	practitioner educational-workshop design guide	confirmed	complete	complete
04ef1cd503dc6b1e520935dd5895c9b52666bd5bcac4c318ed673327e03c180d	The 2-Hour Workshop Blueprint: Design Fast. Deliver Strong. Without Stress.	en	No edition stated	2023	practitioner short-workshop design guide	confirmed	complete	complete
fa3ea199e6e62b1abf3c62e7ed6c7f3e8f53b5e4979093fb6e09706c1abb3706	Design for How People Learn	en	First edition	2012	evidence-informed practitioner learning-design guide	confirmed	complete	complete
ccd17efb59831e07a8fe5de43fe7221b67b65c65f85b215de277b14ddc71c721	Make It Stick: The Science of Successful Learning	en	No edition stated	2014	research-informed learning-science synthesis	confirmed	complete	complete
86854beb0b75511370781f93c051f0cf685f25c924c9daa09a4a9ff7946709c3	Map It: The Hands-On Guide to Strategic Training Design	en	No edition stated	2017	professional workplace-performance and training-design manual	confirmed	complete	complete
ca5512df5fa0919252345d819fc25c3dfc51311bf7baf51e02661a11402de346	Design Thinking for Training and Development: Creating Learning Journeys That Get Results	en	No edition stated	2020	professional learning-experience design manual	confirmed	complete	complete
10851d798fc957c426d628c845079f4e6b55ade7451fc02a018b2f738725e86c	The Learning and Development Handbook: A Learning Practitioner's Guide	en	First edition	2021	professional modern workplace-learning handbook	confirmed	complete	complete
86e3ece7a2fbb55789209e64f900928be194784966b406b0882b8c7e74c966d7	10 Steps to Successful Facilitation	en	Second edition	2018	professional practitioner facilitation guide	confirmed	complete	complete
6d30138ea1c2b5f85a4f512aae4453c1d9e03db75b49bcba7b8a62c91f8569e6	The Art & Science of Facilitation: How to Lead Effective Collaboration with Agile Teams	en	No edition stated	2020	practitioner agile-facilitation and group-dynamics guide	confirmed	complete	complete
83206a352f8470f51231560afb39397ad1a7077ab620093e07f9987ad5150760	Facilitating with Ease!: Core Skills for Facilitators, Team Leaders and Members, Managers, Consultants and Trainers	en	Fourth edition	2018	professional practitioner facilitation workbook	confirmed	complete	complete
d4d50ff13b2234c7e21f3c98cb842621e2620e9e4c15cc1f504f8be7e42d6ef7	Facilitator's Guide to Participatory Decision-Making	en	Second edition	2007	professional practitioner participatory-facilitation manual	confirmed	complete	complete
27e52a4cd889246a8566f12f6151837377eab8cc7b5a2373c749c5b4bba8126a	Facilitating Breakthrough: How to Remove Obstacles, Bridge Differences, and Move Forward Together	en	First edition	2021	practitioner systemic-change and transformative-facilitation guide	confirmed	complete	complete
e5d424c26122e1c45b3ab8a4d443b9ab8aef5946e3911d4467d3c1a2a44ba533	The Skilled Facilitator: A Comprehensive Resource for Consultants, Facilitators, Coaches, and Trainers	en	Third edition	2017	research-linked professional facilitation and group-effectiveness text	confirmed	complete	complete-after-local-ocr
af40961fcc288773781a601b1dae31b1fb0ab8f62068529dd5ce5384fbc9bf21	Gamestorming: A Playbook for Innovators, Rulebreakers, and Changemakers	en	No edition stated	2010	practitioner catalogue of visual-collaboration methods	confirmed	complete	complete
78f953a819b3a713c875612e4f410ede2d4a728f10d80b549efbd8c4bfc385ab	Holding Change: The Way of Emergent Strategy Facilitation and Mediation	en	No edition stated	2021	situated practitioner and Black feminist contributor collection	confirmed	complete	complete
4232a77c38dd59f275d6cbc3abea0e1adc81d9647423d7f4a44b486483b2cac3	Playing to Learn: Experiences in Virtual Biology Environments	en	No edition stated	2010	single-case educational-technology monograph	confirmed	complete	complete
ff5a4cc3e66af61acc4e62301eede3f6da8e5307a1c1b879e88d48449f301209	The Workshop Book: How to Design and Lead Successful Workshops	en	No edition stated	2016	practitioner workshop reference manual	confirmed	complete	complete
60dc7e17a25d9a1d135d927bab1ffc8efb3de442010c6066364c44e497027466	The Ten-Minute Trainer: 150 Ways to Teach It Quick and Make It Stick!	en	No edition stated	2005	practitioner training activity manual	confirmed	complete	complete
d84ceea6ca9c9a34a793b73d89f9693194872347cd13cfe7e76269a36c122ebd	Boundless: Upgrade Your Brain, Optimize Your Body & Defy Aging	en	No edition stated	2020	commercial practitioner biohacking compendium	confirmed	complete	complete
a9aaff13281ac7d8de8f00c1333faed9c41de21f6de3188bdedf26e299d8c486	Healing Arthritis: Your 3-Step Guide to Conquering Arthritis Naturally	en	No edition stated	2017	physician-authored functional-medicine practitioner guide	confirmed	complete	complete
cc5bdf79d1c8d9ec79e06056b305a03e54c95cfe72b60507fb1c5ad4d79782f3	Lifespan: Why We Age—and Why We Don't Have To	en	No edition stated	2019	scientist-authored popular geroscience and future forecast	confirmed	complete	complete
c5eac565dbcbad0be1d891865b091c73282f7e5192de8edada54abf072d88067	Outlive: Wie wir länger und besser leben können, als wir denken	de	German edition	2024	physician-authored evidence-informed longevity practitioner synthesis	confirmed	complete	complete
8587d1451cdb707c85416ac6618fb61f4c77ec2a4b6ddbfa2aece4d773af6fea	The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma	en	No edition stated	2014	psychiatrist-authored trauma clinical and research synthesis	confirmed	complete	complete
bc2861cecafc67d5a46eea62bb8587c39a374e06de727e242d916c13eb7ca59b	The Wahls Protocol: How I Beat Progressive MS Using Paleo Principles and Functional Medicine	en	No edition stated	2014	physician-authored commercial functional-medicine MS protocol	confirmed	complete	complete
5e327c232b655b9c5b0396c5e48e381658bacb616cd53f739c2a69501c0703a8	Predictably Irrational: The Hidden Forces That Shape Our Decisions	en	First edition	2008	behavioral-economist-authored popular experimental synthesis	confirmed	complete	complete-after-local-ocr
